Model,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Car_Age
7 Series,South America,Black,Diesel,Automatic,3.7,178894,7695,High,1
3 Series,North America,Silver,Electric,Manual,3.4,37259,4022,Low,13
X6,Asia,Red,Electric,Manual,1.8,92286,3319,Low,0
i8,Middle East,White,Electric,Automatic,3.4,114682,7975,High,2
i3,Africa,Blue,Hybrid,Manual,3.6,113968,882,Low,10
i3,Europe,Silver,Petrol,Automatic,3.3,62861,8552,High,7
5 Series,North America,Black,Diesel,Manual,3.3,90740,5471,Low,1
7 Series,Africa,Blue,Petrol,Automatic,4.4,142556,2244,Low,5
3 Series,North America,Black,Diesel,Automatic,4.1,27555,5417,Low,3
5 Series,Europe,Silver,Hybrid,Automatic,4.4,88919,778,Low,9
3 Series,Asia,Red,Hybrid,Automatic,2.6,59729,6207,Low,11
M5,North America,Red,Electric,Automatic,1.6,41616,5711,Low,0
M3,Europe,Grey,Electric,Automatic,3.6,75701,1758,Low,2
X3,South America,Grey,Electric,Automatic,4.9,48194,3787,Low,10
M5,Europe,White,Petrol,Manual,2.6,6588,388,Low,2
X1,South America,Grey,Electric,Automatic,1.8,31391,5534,Low,3
5 Series,Africa,Grey,Diesel,Automatic,4.2,150750,7366,High,7
X3,Africa,Black,Petrol,Automatic,2.6,31185,8447,High,13
X6,Middle East,Black,Diesel,Automatic,4.4,50265,3737,Low,3
3 Series,Asia,Black,Electric,Automatic,2.5,50292,847,Low,11
3 Series,Europe,Silver,Hybrid,Automatic,4.9,8965,1463,Low,14
i3,Europe,Grey,Petrol,Automatic,4.7,74505,9539,High,7
X3,Africa,White,Petrol,Automatic,3.2,54725,655,Low,7
i8,North America,Red,Electric,Manual,4.3,88703,8657,High,2
X1,Middle East,White,Electric,Automatic,1.7,146720,5783,Low,5
X3,North America,Red,Diesel,Automatic,5.0,163928,5701,Low,14
X6,Europe,Grey,Petrol,Manual,3.8,167956,6448,Low,10
3 Series,Middle East,White,Electric,Manual,4.3,158181,6958,Low,8
X6,Asia,Blue,Diesel,Automatic,4.3,25259,2629,Low,3
M5,Asia,Silver,Petrol,Manual,3.4,100246,7144,High,2
X6,Asia,Silver,Hybrid,Automatic,3.0,77712,8949,High,14
X1,Asia,White,Diesel,Automatic,2.9,101461,3319,Low,2
X1,Asia,Grey,Petrol,Manual,5.0,126197,1668,Low,6
7 Series,Asia,Red,Hybrid,Manual,1.7,30164,6645,Low,4
M3,Europe,White,Diesel,Automatic,1.5,152965,1207,Low,14
X1,Middle East,White,Diesel,Manual,1.9,101542,5894,Low,14
3 Series,Europe,Red,Hybrid,Automatic,4.5,115014,6689,Low,9
X3,Asia,White,Electric,Automatic,4.2,83140,2279,Low,6
3 Series,South America,Red,Hybrid,Automatic,3.0,122231,5227,Low,12
i8,North America,Silver,Petrol,Manual,3.2,98927,9499,High,6
X6,North America,Silver,Hybrid,Manual,2.6,132810,4299,Low,6
M5,Europe,Red,Hybrid,Automatic,4.4,123068,8168,High,5
i3,Asia,Grey,Hybrid,Automatic,1.7,61486,9176,High,2
3 Series,South America,Black,Diesel,Automatic,1.6,110856,1592,Low,11
3 Series,Asia,White,Diesel,Automatic,4.7,19033,4444,Low,0
i8,Europe,Black,Petrol,Automatic,2.1,38378,5395,Low,3
3 Series,Middle East,Red,Petrol,Automatic,4.7,194797,5587,Low,14
i3,Europe,Grey,Petrol,Manual,3.5,43351,5823,Low,6
3 Series,North America,White,Hybrid,Automatic,2.4,158589,3672,Low,6
X3,Asia,Blue,Petrol,Automatic,3.3,128608,1972,Low,2
X6,South America,Red,Petrol,Automatic,3.5,152293,5065,Low,3
7 Series,North America,Black,Petrol,Automatic,4.7,139412,1391,Low,9
M5,Asia,Red,Hybrid,Automatic,1.7,88530,8638,High,4
M5,Europe,Black,Diesel,Automatic,3.3,85508,7263,High,7
i3,Africa,White,Hybrid,Automatic,2.3,50728,6556,Low,1
X3,North America,Red,Diesel,Automatic,4.6,189260,103,Low,5
X6,Asia,Black,Hybrid,Manual,2.0,193648,6291,Low,10
i8,Europe,Black,Hybrid,Manual,3.4,110091,8864,High,10
7 Series,Africa,Grey,Petrol,Automatic,2.1,49521,8663,High,8
3 Series,Middle East,Grey,Diesel,Manual,2.5,31526,3992,Low,4
i3,Asia,Silver,Hybrid,Automatic,2.7,141088,6521,Low,13
M5,Europe,Grey,Electric,Manual,4.0,65201,605,Low,13
M3,Asia,Silver,Hybrid,Automatic,4.5,159868,8353,High,10
X6,South America,Silver,Electric,Manual,3.2,13631,764,Low,8
3 Series,Europe,Silver,Petrol,Manual,3.4,193252,2729,Low,14
i3,Europe,White,Hybrid,Automatic,1.7,23172,2649,Low,8
X3,South America,Black,Electric,Manual,2.6,117717,4151,Low,2
M3,North America,White,Hybrid,Automatic,2.7,198394,8924,High,3
i8,Asia,Blue,Hybrid,Automatic,4.4,140198,7497,High,6
7 Series,Africa,Blue,Hybrid,Automatic,1.5,71728,4225,Low,5
5 Series,Europe,Grey,Diesel,Automatic,1.8,189366,8707,High,9
X3,Europe,Black,Electric,Automatic,3.8,126055,7851,High,5
3 Series,Asia,Red,Hybrid,Automatic,4.2,110876,6495,Low,2
i8,Asia,Black,Diesel,Automatic,4.7,128014,7483,High,8
X1,Asia,Red,Hybrid,Automatic,2.1,50539,4579,Low,11
i8,North America,Red,Hybrid,Manual,3.9,41923,9877,High,4
M3,Asia,Silver,Electric,Automatic,1.9,48321,7842,High,13
M5,Middle East,Red,Hybrid,Automatic,3.9,86510,3209,Low,5
X1,South America,Grey,Diesel,Automatic,1.6,29093,6853,Low,8
i8,Africa,Silver,Hybrid,Manual,2.8,117231,2282,Low,2
i8,Middle East,Black,Hybrid,Automatic,2.3,12137,9018,High,4
i8,Africa,Red,Petrol,Manual,4.5,171395,5658,Low,2
M3,Europe,Grey,Petrol,Manual,4.4,96542,3509,Low,12
i8,South America,Blue,Diesel,Manual,3.9,18989,5055,Low,8
X1,Asia,Silver,Petrol,Manual,3.9,129063,4016,Low,9
M5,South America,Black,Diesel,Manual,3.7,116077,1905,Low,8
M5,Middle East,Blue,Petrol,Manual,4.2,120272,2890,Low,1
5 Series,Africa,Grey,Hybrid,Manual,2.7,78804,9274,High,11
X5,Middle East,Silver,Diesel,Automatic,1.8,59312,2993,Low,14
i3,South America,Blue,Petrol,Automatic,2.1,180600,1393,Low,4
X5,Asia,Black,Petrol,Automatic,2.7,147099,2163,Low,5
X6,Middle East,Silver,Electric,Automatic,4.0,49734,1441,Low,2
5 Series,North America,Red,Hybrid,Automatic,3.9,22199,4899,Low,8
M3,South America,Black,Electric,Automatic,2.3,2332,4027,Low,3
i3,Europe,Black,Hybrid,Automatic,4.8,4156,4380,Low,7
i3,North America,Red,Diesel,Manual,2.2,13528,9228,High,6
M3,Asia,Blue,Electric,Manual,1.6,36922,4921,Low,13
i3,Asia,Black,Petrol,Automatic,2.3,99527,8328,High,4
X1,South America,Black,Electric,Manual,3.4,194529,2078,Low,9
X6,Africa,Grey,Electric,Automatic,3.1,123431,6077,Low,10
i8,South America,Blue,Diesel,Automatic,4.3,150667,6590,Low,1
3 Series,Middle East,Blue,Electric,Automatic,1.7,159956,4470,Low,12
5 Series,South America,White,Petrol,Manual,3.1,47175,1162,Low,13
X3,South America,White,Hybrid,Automatic,2.5,135040,336,Low,12
M3,North America,Silver,Diesel,Manual,2.8,136105,2906,Low,4
M5,Africa,Grey,Electric,Automatic,2.0,134695,4410,Low,8
5 Series,Asia,Silver,Hybrid,Manual,4.7,38352,5577,Low,8
X3,Africa,White,Diesel,Automatic,4.0,149612,9556,High,3
i8,Middle East,Silver,Hybrid,Manual,4.5,134511,5859,Low,10
M3,Africa,White,Hybrid,Manual,3.4,21586,3227,Low,5
7 Series,North America,Grey,Hybrid,Automatic,3.8,155402,8165,High,11
i3,Asia,Blue,Hybrid,Automatic,3.7,131903,4279,Low,0
X1,Asia,Grey,Petrol,Automatic,4.0,60517,5625,Low,1
X1,North America,Blue,Petrol,Automatic,1.7,56666,6777,Low,8
X5,Middle East,White,Petrol,Automatic,4.6,169330,413,Low,5
X1,Europe,Silver,Petrol,Automatic,4.4,23561,3795,Low,12
i8,Europe,Grey,Electric,Manual,2.0,53183,3067,Low,2
X1,Asia,Blue,Electric,Automatic,2.3,78597,7943,High,10
7 Series,Middle East,Red,Diesel,Manual,3.4,24602,5276,Low,3
X6,Europe,Blue,Electric,Manual,4.5,146523,7177,High,13
X6,Middle East,Grey,Petrol,Manual,2.8,178621,1452,Low,14
X5,North America,Grey,Hybrid,Automatic,2.4,46124,1070,Low,6
5 Series,North America,Blue,Electric,Automatic,2.6,117000,2166,Low,3
X1,Middle East,Black,Petrol,Manual,3.5,183294,882,Low,11
5 Series,North America,Black,Hybrid,Manual,3.9,125698,5517,Low,9
M3,Europe,Red,Hybrid,Automatic,5.0,181693,4978,Low,3
M5,Asia,White,Petrol,Manual,1.8,100784,1314,Low,0
5 Series,Europe,Black,Hybrid,Manual,2.1,69681,4488,Low,13
i3,Europe,Grey,Petrol,Automatic,2.3,139201,6255,Low,10
M3,South America,Red,Electric,Manual,2.6,5476,8891,High,8
i3,Asia,Blue,Electric,Automatic,5.0,199618,6444,Low,2
5 Series,Asia,Red,Hybrid,Manual,3.0,7547,3589,Low,3
X3,Africa,Grey,Petrol,Manual,1.7,91442,6277,Low,3
X6,South America,Blue,Diesel,Automatic,3.4,27472,3726,Low,2
X5,South America,Blue,Petrol,Automatic,2.3,144891,4664,Low,2
X3,North America,Blue,Hybrid,Manual,2.5,2348,937,Low,5
5 Series,Europe,Grey,Hybrid,Automatic,3.4,92385,9780,High,9
M5,Asia,White,Diesel,Automatic,4.8,26783,9383,High,13
X5,Middle East,Red,Petrol,Automatic,2.2,18207,5715,Low,4
3 Series,Middle East,Black,Petrol,Manual,3.1,68779,5349,Low,0
M5,South America,White,Electric,Automatic,4.2,25530,7500,High,5
i8,Europe,Black,Petrol,Manual,3.4,96850,6435,Low,7
M3,South America,White,Hybrid,Automatic,4.5,70624,7516,High,5
X6,South America,Silver,Hybrid,Automatic,3.4,186304,7324,High,14
i8,Asia,Black,Diesel,Manual,4.5,191776,1356,Low,14
i8,Africa,Black,Petrol,Automatic,2.6,169724,826,Low,7
X3,North America,White,Diesel,Manual,4.2,107508,1912,Low,3
X3,South America,Red,Diesel,Manual,3.1,11809,2266,Low,11
X6,Asia,Black,Petrol,Automatic,3.7,54448,9237,High,1
X6,Africa,Blue,Hybrid,Manual,2.0,72138,8859,High,2
3 Series,Asia,Red,Hybrid,Automatic,2.8,93210,1420,Low,11
3 Series,Asia,Grey,Diesel,Automatic,3.4,92968,9680,High,10
X3,North America,Black,Hybrid,Automatic,2.1,141592,8601,High,9
i3,Asia,Black,Electric,Manual,1.7,133078,9861,High,6
3 Series,Africa,Grey,Diesel,Automatic,2.6,185914,521,Low,3
M3,Europe,Blue,Electric,Automatic,3.3,81419,939,Low,5
i3,Africa,White,Diesel,Automatic,3.6,25161,2734,Low,6
3 Series,North America,Red,Electric,Automatic,4.3,45874,9943,High,13
X3,Europe,Blue,Electric,Automatic,4.8,38047,5308,Low,10
i8,Middle East,Grey,Electric,Automatic,2.8,103311,6305,Low,12
5 Series,Middle East,Red,Diesel,Manual,2.4,127257,833,Low,14
X6,Asia,White,Diesel,Manual,3.0,112030,6298,Low,10
M3,North America,Red,Diesel,Manual,3.4,165851,5447,Low,5
M5,Africa,Grey,Electric,Manual,3.5,22206,8747,High,11
5 Series,Europe,Red,Petrol,Manual,4.1,22147,8557,High,3
7 Series,Europe,White,Petrol,Manual,3.6,42437,2924,Low,6
7 Series,Africa,Grey,Electric,Manual,2.5,38241,2787,Low,6
3 Series,Asia,White,Petrol,Automatic,4.6,18307,4638,Low,9
i8,Europe,Black,Petrol,Manual,3.5,50221,4444,Low,3
M3,North America,Black,Electric,Manual,2.2,20603,6749,Low,14
M5,South America,White,Diesel,Automatic,2.8,60624,8859,High,14
i8,South America,Silver,Electric,Manual,2.6,66001,6068,Low,14
5 Series,Asia,Grey,Diesel,Manual,4.0,173512,7974,High,2
X3,Asia,Silver,Petrol,Automatic,3.4,146753,2154,Low,8
X3,Middle East,Grey,Diesel,Manual,2.1,41587,7295,High,8
X1,Africa,Black,Hybrid,Manual,2.9,109154,820,Low,5
5 Series,Asia,Red,Petrol,Manual,1.7,159024,9499,High,8
i3,Africa,Black,Petrol,Manual,3.2,179647,4008,Low,4
i3,Africa,White,Petrol,Manual,4.0,4673,4212,Low,8
M5,Europe,Grey,Electric,Automatic,4.9,19999,283,Low,10
X1,Asia,Red,Electric,Manual,2.8,120939,2071,Low,9
X1,North America,White,Petrol,Manual,2.7,121737,9835,High,7
X1,Middle East,Red,Petrol,Automatic,3.1,45671,9338,High,1
5 Series,Asia,Red,Electric,Automatic,5.0,194483,4324,Low,8
X3,South America,Red,Hybrid,Manual,4.3,116496,2504,Low,8
M5,Middle East,White,Petrol,Manual,3.2,134522,6287,Low,8
X1,South America,Silver,Petrol,Automatic,3.5,192715,9263,High,13
i8,South America,Black,Diesel,Manual,3.8,96417,1049,Low,9
3 Series,Middle East,Silver,Petrol,Manual,3.5,195629,457,Low,9
M3,Asia,Blue,Hybrid,Manual,4.0,70495,9542,High,10
i8,Asia,Blue,Petrol,Automatic,4.1,146163,6908,Low,6
X3,Africa,Red,Petrol,Automatic,4.9,199701,3356,Low,5
M3,Asia,White,Diesel,Automatic,4.7,190518,3983,Low,9
X5,South America,Red,Diesel,Manual,5.0,67635,3383,Low,10
3 Series,North America,Grey,Electric,Manual,1.6,185327,7894,High,13
X5,Africa,Red,Hybrid,Manual,1.5,9132,4961,Low,12
X5,Africa,Black,Hybrid,Automatic,4.9,199710,1916,Low,12
3 Series,North America,White,Petrol,Manual,2.6,189854,419,Low,9
i8,Africa,Grey,Diesel,Automatic,2.0,150339,6856,Low,5
X3,Asia,Black,Electric,Automatic,1.8,140670,9763,High,1
i8,Asia,Black,Electric,Automatic,4.3,94193,2841,Low,9
X3,Asia,White,Electric,Manual,2.5,57820,7082,High,6
7 Series,Asia,Red,Hybrid,Manual,2.6,144506,3790,Low,7
i3,South America,Grey,Electric,Manual,2.4,3530,9238,High,3
i8,Asia,White,Hybrid,Manual,4.7,158218,7407,High,1
3 Series,Europe,Black,Hybrid,Automatic,4.9,78701,8450,High,4
i3,Africa,Black,Hybrid,Automatic,3.6,112375,5828,Low,11
M5,Europe,Red,Electric,Manual,3.1,14747,4206,Low,5
M5,South America,White,Electric,Automatic,4.3,53495,117,Low,9
M5,South America,Black,Petrol,Automatic,1.6,153077,4532,Low,14
X6,Africa,Red,Petrol,Manual,2.3,28316,1412,Low,13
i8,Europe,Black,Hybrid,Manual,3.2,123102,1475,Low,0
X1,Middle East,Silver,Diesel,Automatic,2.7,23613,6790,Low,3
X6,Africa,Blue,Electric,Automatic,1.5,69692,6889,Low,11
M5,Europe,Black,Petrol,Automatic,1.5,134900,1758,Low,6
3 Series,Africa,White,Diesel,Manual,2.5,67193,906,Low,14
7 Series,Africa,White,Diesel,Manual,4.3,17685,3986,Low,3
X1,South America,Grey,Diesel,Manual,3.5,158827,267,Low,13
M3,Africa,White,Diesel,Manual,4.4,86156,8086,High,5
i3,Asia,Black,Hybrid,Automatic,3.1,119826,1971,Low,3
7 Series,Asia,Silver,Diesel,Automatic,4.5,56446,7016,High,6
3 Series,South America,White,Electric,Manual,3.6,64713,117,Low,9
X6,Europe,Black,Hybrid,Manual,4.8,116181,2937,Low,12
X3,South America,Red,Electric,Automatic,3.3,37244,1413,Low,13
M5,Africa,White,Electric,Manual,3.9,145475,9455,High,0
M5,South America,Silver,Electric,Automatic,2.4,123388,9290,High,0
M3,Africa,Grey,Hybrid,Automatic,4.1,45310,7455,High,8
M5,South America,Blue,Hybrid,Manual,2.9,199662,9531,High,10
M3,Middle East,White,Diesel,Automatic,2.2,114550,6052,Low,14
3 Series,Africa,Blue,Petrol,Automatic,3.1,99901,1100,Low,5
i3,Asia,Blue,Petrol,Manual,1.9,1751,2278,Low,2
M5,South America,Black,Diesel,Manual,3.4,63198,1342,Low,12
5 Series,Europe,Blue,Electric,Manual,4.7,181084,633,Low,13
3 Series,South America,Silver,Diesel,Manual,1.8,87667,6802,Low,5
3 Series,Asia,Grey,Hybrid,Automatic,4.5,21863,8469,High,11
5 Series,North America,Grey,Electric,Automatic,1.8,196912,2194,Low,13
X1,South America,Red,Electric,Manual,2.3,26794,6236,Low,13
X6,North America,Blue,Electric,Automatic,4.0,145020,4236,Low,1
X3,North America,Grey,Electric,Manual,3.1,166630,7161,High,1
i3,South America,Silver,Electric,Manual,2.8,77710,3902,Low,4
7 Series,South America,Red,Diesel,Manual,1.6,184143,1235,Low,13
M5,South America,Blue,Electric,Automatic,4.4,1513,5941,Low,14
X3,Europe,Blue,Diesel,Automatic,4.6,86833,213,Low,14
3 Series,Middle East,White,Petrol,Automatic,2.0,29865,2201,Low,3
X5,Europe,Silver,Diesel,Automatic,2.4,97488,5177,Low,2
X5,Asia,Silver,Electric,Manual,3.4,142602,2431,Low,1
7 Series,Europe,Red,Diesel,Manual,3.6,69076,7308,High,8
i3,Asia,Grey,Hybrid,Automatic,4.6,153574,7135,High,11
X6,Africa,Silver,Hybrid,Manual,3.5,70552,5145,Low,7
7 Series,South America,Silver,Diesel,Manual,1.9,62764,8660,High,5
i3,Africa,Grey,Petrol,Automatic,4.0,103831,9429,High,2
7 Series,Asia,Black,Electric,Manual,4.6,195078,2727,Low,12
3 Series,South America,Red,Petrol,Automatic,3.2,173264,3619,Low,4
M3,Middle East,Red,Hybrid,Manual,3.6,119180,9529,High,7
M3,South America,Grey,Petrol,Automatic,1.9,34422,3572,Low,13
5 Series,Africa,White,Petrol,Automatic,4.9,5214,4757,Low,2
7 Series,Africa,Grey,Electric,Manual,1.8,107413,5169,Low,5
i8,Middle East,Red,Electric,Manual,1.5,165374,8444,High,10
X1,North America,Silver,Petrol,Automatic,3.2,25203,2638,Low,10
M3,Europe,Blue,Electric,Manual,3.2,169167,9479,High,2
5 Series,Africa,Black,Petrol,Manual,4.3,95883,8700,High,0
5 Series,Europe,Blue,Petrol,Manual,2.6,50762,5956,Low,5
5 Series,North America,Silver,Hybrid,Automatic,4.3,15017,7316,High,6
M5,Africa,Silver,Hybrid,Automatic,4.2,192912,6213,Low,3
i3,Middle East,Silver,Hybrid,Manual,4.6,77101,4681,Low,12
5 Series,Europe,Blue,Petrol,Manual,3.9,163886,9189,High,13
X5,South America,White,Diesel,Manual,3.0,39542,9002,High,3
M3,Europe,Black,Diesel,Automatic,2.6,62167,6976,Low,5
X6,Asia,Red,Electric,Manual,1.8,182864,8697,High,14
M5,South America,Red,Electric,Manual,3.7,169939,2080,Low,1
3 Series,Europe,Silver,Electric,Manual,3.4,163159,5661,Low,10
7 Series,South America,Grey,Petrol,Automatic,5.0,132824,4560,Low,7
M3,South America,Silver,Hybrid,Automatic,4.9,192797,1482,Low,5
X6,Middle East,Red,Diesel,Manual,4.8,189469,3637,Low,2
X3,Middle East,Blue,Electric,Manual,3.9,60846,2340,Low,2
5 Series,South America,Grey,Diesel,Automatic,2.5,145902,7577,High,4
3 Series,Middle East,Black,Petrol,Manual,2.4,6680,2619,Low,13
i8,Europe,Silver,Hybrid,Automatic,5.0,95554,2910,Low,3
3 Series,Africa,Red,Electric,Manual,4.8,167227,5331,Low,1
i3,Africa,Red,Hybrid,Automatic,4.7,38947,3579,Low,11
X3,Europe,Blue,Diesel,Automatic,2.7,101345,8460,High,8
M5,North America,Grey,Electric,Automatic,1.9,61872,2670,Low,12
5 Series,Middle East,Silver,Electric,Manual,2.7,9117,2960,Low,0
M3,South America,Silver,Hybrid,Automatic,1.9,105077,755,Low,7
M5,Middle East,Silver,Electric,Manual,1.8,6553,6075,Low,2
M5,Africa,Red,Petrol,Manual,3.9,59398,1760,Low,11
X6,Africa,Grey,Petrol,Automatic,4.8,15662,9443,High,11
X6,Africa,White,Electric,Automatic,2.5,164124,1853,Low,4
5 Series,Middle East,Blue,Petrol,Manual,2.3,18510,9173,High,9
X6,Africa,Blue,Electric,Manual,3.0,6667,2185,Low,10
X1,Africa,Silver,Petrol,Automatic,2.3,161504,2961,Low,6
X5,Middle East,Grey,Electric,Automatic,2.3,3344,5890,Low,13
i8,Europe,Black,Petrol,Automatic,3.0,14914,8863,High,12
M3,Asia,Red,Hybrid,Automatic,4.2,62932,3780,Low,10
i8,Africa,Red,Electric,Automatic,4.1,137395,3597,Low,8
i3,North America,Black,Petrol,Manual,3.2,114109,2598,Low,1
i3,Africa,Black,Diesel,Manual,4.6,167259,1539,Low,11
X3,Asia,White,Diesel,Automatic,4.1,40096,8360,High,14
M5,Africa,Red,Electric,Manual,3.9,71912,8967,High,6
M3,Middle East,White,Electric,Manual,2.8,197973,8586,High,14
X3,Europe,Silver,Petrol,Automatic,1.9,118531,7900,High,11
M5,Asia,White,Diesel,Automatic,1.9,199152,8046,High,8
i8,Middle East,Blue,Petrol,Automatic,3.9,117814,3744,Low,3
M3,Europe,Silver,Hybrid,Manual,4.6,32188,3113,Low,3
X3,North America,Grey,Hybrid,Manual,3.3,10267,3848,Low,12
7 Series,North America,Grey,Electric,Automatic,2.2,91013,7795,High,2
i3,Middle East,Red,Diesel,Manual,4.1,21538,1527,Low,10
M3,Europe,Grey,Diesel,Manual,2.7,12215,6705,Low,13
i8,Africa,Grey,Petrol,Manual,2.4,191966,4878,Low,2
X1,Africa,Silver,Electric,Automatic,3.2,62945,1334,Low,0
M5,Asia,Blue,Hybrid,Automatic,3.5,120699,5456,Low,10
X6,Europe,Black,Petrol,Automatic,1.8,131731,7804,High,9
3 Series,Asia,White,Petrol,Manual,1.6,52008,8324,High,2
3 Series,Europe,Red,Diesel,Automatic,4.0,138053,381,Low,12
3 Series,Middle East,Silver,Electric,Manual,4.1,34867,1126,Low,10
3 Series,Asia,Blue,Electric,Automatic,3.2,73080,7832,High,14
M5,Europe,Grey,Diesel,Manual,3.8,121767,4242,Low,6
M3,South America,Silver,Petrol,Manual,3.9,144535,5829,Low,9
7 Series,North America,Black,Electric,Automatic,3.9,184251,936,Low,7
M3,South America,Silver,Electric,Automatic,2.8,132243,8573,High,4
X3,South America,Silver,Diesel,Automatic,3.2,96975,911,Low,1
i8,Africa,Red,Diesel,Manual,1.7,199573,2504,Low,4
i3,Asia,Silver,Diesel,Manual,2.1,70130,5574,Low,8
X1,Middle East,White,Electric,Automatic,2.5,163612,7375,High,11
M3,Asia,Grey,Electric,Automatic,2.4,9902,7683,High,12
7 Series,Middle East,Grey,Electric,Automatic,4.8,2468,4269,Low,2
M5,Middle East,Silver,Electric,Manual,3.1,51408,3684,Low,1
X1,Europe,Black,Electric,Automatic,4.0,70360,4258,Low,13
i8,North America,Blue,Petrol,Manual,4.4,63325,2661,Low,9
i8,Asia,Red,Diesel,Automatic,4.2,199955,5388,Low,1
7 Series,South America,Grey,Electric,Manual,2.4,15058,3189,Low,12
i3,Asia,Silver,Diesel,Manual,4.6,161807,8546,High,2
M3,Africa,Blue,Hybrid,Manual,4.2,43643,3705,Low,7
3 Series,Middle East,Red,Diesel,Automatic,2.3,31491,4434,Low,5
X3,South America,Blue,Petrol,Manual,1.7,56179,7824,High,5
5 Series,Africa,Grey,Petrol,Manual,2.1,191289,8364,High,10
5 Series,Africa,Black,Electric,Manual,1.6,118515,274,Low,3
i8,Africa,White,Hybrid,Automatic,3.4,83210,5605,Low,5
M5,Europe,Black,Hybrid,Manual,2.4,106985,6712,Low,5
X5,Asia,Grey,Petrol,Manual,3.2,183305,9211,High,0
M3,South America,Blue,Hybrid,Automatic,1.7,116283,4926,Low,7
M3,Asia,White,Electric,Manual,3.0,15233,3265,Low,14
i3,Middle East,Grey,Hybrid,Automatic,2.9,138799,5359,Low,9
7 Series,Africa,White,Hybrid,Automatic,4.2,122391,1051,Low,4
3 Series,Asia,Silver,Hybrid,Manual,4.6,63403,9251,High,14
3 Series,Africa,White,Electric,Manual,4.2,168389,5634,Low,1
7 Series,Middle East,Blue,Petrol,Automatic,4.8,81341,5788,Low,1
7 Series,Europe,Black,Hybrid,Manual,3.5,38727,937,Low,13
M3,Europe,Red,Hybrid,Automatic,4.0,110858,323,Low,2
M5,Europe,White,Petrol,Automatic,4.0,132784,5372,Low,7
3 Series,Asia,Red,Diesel,Manual,2.3,190966,143,Low,11
5 Series,Asia,Red,Diesel,Automatic,3.5,25344,1096,Low,2
7 Series,North America,Blue,Electric,Manual,4.1,160389,1939,Low,10
X3,Africa,Red,Electric,Manual,3.0,120533,1886,Low,3
M3,Africa,Blue,Electric,Manual,1.5,22517,8580,High,9
i8,Europe,Silver,Hybrid,Manual,3.2,140929,7273,High,7
i3,Asia,Silver,Diesel,Automatic,4.1,135307,7321,High,11
M5,Africa,Blue,Petrol,Automatic,3.8,105146,3204,Low,12
i8,Europe,Red,Diesel,Manual,3.0,93800,5816,Low,4
X5,Asia,Grey,Petrol,Manual,4.5,20261,5214,Low,9
i8,Asia,Grey,Petrol,Manual,4.4,184958,5419,Low,14
i3,Middle East,Silver,Diesel,Automatic,1.5,152346,8643,High,5
7 Series,North America,Black,Electric,Manual,3.3,146399,2013,Low,4
7 Series,South America,Blue,Hybrid,Manual,4.3,8116,5082,Low,9
X1,Asia,Red,Petrol,Manual,1.9,43732,1183,Low,10
X1,South America,Red,Electric,Automatic,4.5,180668,2009,Low,2
X6,South America,Black,Electric,Manual,1.8,56685,4338,Low,0
X3,Asia,Silver,Petrol,Automatic,3.5,125420,3081,Low,12
3 Series,Asia,Black,Hybrid,Manual,4.1,186975,3745,Low,3
X1,Asia,Blue,Petrol,Automatic,3.7,62,4536,Low,5
i8,North America,Red,Diesel,Manual,3.9,55909,5131,Low,13
3 Series,Europe,Silver,Diesel,Manual,3.6,137939,3543,Low,3
i3,Asia,White,Petrol,Automatic,3.3,86319,834,Low,1
5 Series,Middle East,Silver,Diesel,Manual,4.8,82119,7243,High,8
M5,Africa,Silver,Diesel,Manual,4.7,85689,2154,Low,10
X6,North America,Silver,Hybrid,Automatic,3.2,73440,1828,Low,0
7 Series,North America,Silver,Diesel,Manual,3.1,35339,8243,High,13
